"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"LSG11",2.96992543256228e-14,0.838855214344264,0.371,0.16,6.51928331701746e-10,"4","LSG1"
"NUDC1",3.05649111552281e-14,0.542872292697172,0.847,0.643,6.70930364768412e-10,"4","NUDC"
"RBBP51",3.05832987890657e-14,0.698369526323887,0.376,0.156,6.71333991718781e-10,"4","RBBP5"
"MED271",3.07322352168979e-14,1.11539238399074,0.312,0.127,6.74603295246126e-10,"4","MED27"
"ING12",3.07646471406186e-14,0.646033721302304,0.614,0.339,6.75314769383719e-10,"4","ING1"
"BTBD22",3.09977044762217e-14,1.0333943147435,0.416,0.193,6.80430610957543e-10,"4","BTBD2"
"CARS22",3.19476068535026e-14,0.802321303871777,0.495,0.244,7.01281918041235e-10,"4","CARS2"
"RAB151",3.22709143712346e-14,2.7568454230059,0.168,0.047,7.08378841362972e-10,"4","RAB15"
"RNASEH2C1",3.24038186319619e-14,0.636080298284879,0.748,0.485,7.11296222790195e-10,"4","RNASEH2C"
"REPIN12",3.26312469379202e-14,0.806390855093416,0.564,0.307,7.16288501534287e-10,"4","REPIN1"
"CARM12",3.33423474587207e-14,0.829284859009281,0.455,0.216,7.31897869066378e-10,"4","CARM1"
"ATXN7",3.33668859817119e-14,0.713180523462847,0.351,0.144,7.32436514184558e-10,"4","ATXN7"
"VMA212",3.34210898376036e-14,0.723228175348287,0.703,0.44,7.33626343025236e-10,"4","VMA21"
"IFI441",3.36355531757504e-14,0.902640682750309,0.391,0.178,7.38334027760896e-10,"4","IFI44"
"KDELR11",3.37971660189399e-14,0.648213282795336,0.861,0.631,7.41881591281749e-10,"4","KDELR1"
"PARP111",3.40480121742266e-14,1.40255665871736,0.238,0.083,7.47387915236448e-10,"4","PARP11"
"RBM52",3.40545178884866e-14,0.585554143252017,0.678,0.394,7.4753072217017e-10,"4","RBM5"
"SEPTIN102",3.53787428651038e-14,0.759461427465749,0.47,0.226,7.76598784631893e-10,"4","SEPTIN10"
"KANSL11",3.55246957405134e-14,0.614748855836497,0.683,0.388,7.79802596200009e-10,"4","KANSL1"
"EID2B1",3.55489315830218e-14,1.46114019889974,0.267,0.099,7.80334597178911e-10,"4","EID2B"
"MGAT2",3.55967026058434e-14,0.867648528544781,0.411,0.183,7.81383218900868e-10,"4","MGAT2"
"CPSF22",3.68586650734834e-14,0.866366816603545,0.381,0.166,8.09084557028034e-10,"4","CPSF2"
"RAPGEF4",3.68870156204343e-14,1.24245217687199,0.158,0.042,8.09706879884152e-10,"4","RAPGEF4"
"MAP2K22",3.73314269233426e-14,0.57619487188605,0.856,0.615,8.19462152394293e-10,"4","MAP2K2"
"MT32",3.8357474556593e-14,0.464739727297644,0.827,0.545,8.41984923991772e-10,"4","MT3"
"BDP12",3.84633630071742e-14,0.725969177707223,0.559,0.296,8.44309281370481e-10,"4","BDP1"
"SHROOM3",3.85854876197371e-14,2.40064879876782,0.129,0.03,8.4699003874085e-10,"4","SHROOM3"
"KCTD151",3.93720222456976e-14,1.36507372106588,0.233,0.08,8.64255260315309e-10,"4","KCTD15"
"MAPK15",4.001845305396e-14,0.573553070096488,0.693,0.407,8.78445062987475e-10,"4","MAPK1"
"HDGFL32",4.05751481533052e-14,1.14975748025744,0.416,0.196,8.90665077113202e-10,"4","HDGFL3"
"ARL162",4.05921796943208e-14,0.675080178977513,0.649,0.376,8.91038936470037e-10,"4","ARL16"
"ZNF2681",4.08770414892449e-14,1.06394555189955,0.322,0.129,8.97291937730416e-10,"4","ZNF268"
"NDUFA83",4.11082156810292e-14,0.602023780667983,0.738,0.451,9.02366442414272e-10,"4","NDUFA8"
"NIPBL1",4.1116564313858e-14,0.703493299111674,0.574,0.318,9.02549703253497e-10,"4","NIPBL"
"PDLIM42",4.17904182046353e-14,0.564696935211248,0.629,0.332,9.1734147000995e-10,"4","PDLIM4"
"ACSS1",4.24130951946528e-14,1.05856281946521,0.173,0.049,9.31009852617823e-10,"4","ACSS1"
"APC3",4.35692734403919e-14,0.536660060777962,0.683,0.396,9.56389121290042e-10,"4","APC"
"CLPTM1L",4.45753056070349e-14,0.595602367642446,0.604,0.33,9.78472533380022e-10,"4","CLPTM1L"
"MLST82",4.51968853214566e-14,1.06491267855443,0.431,0.21,9.92116829691294e-10,"4","MLST8"
"UNC80",4.61165433674809e-14,2.15453520475805,0.134,0.032,1.01230424345957e-09,"4","UNC80"
"PITPNC11",4.63252269803365e-14,1.21546035919342,0.465,0.232,1.01688505744537e-09,"4","PITPNC1"
"C8orf762",4.88859371865954e-14,0.874557236777684,0.49,0.244,1.07309520718296e-09,"4","C8orf76"
"MRPS172",4.89982465343249e-14,0.863879106784375,0.525,0.267,1.07556050967497e-09,"4","MRPS17"
"UNK1",4.90918538432517e-14,0.993256621437547,0.351,0.148,1.07761528371322e-09,"4","UNK"
"ALG81",5.05576085302351e-14,1.11660675596192,0.337,0.142,1.10979006484719e-09,"4","ALG8"
"CAMSAP1",5.08138214451108e-14,1.01970037332299,0.356,0.149,1.11541419454163e-09,"4","CAMSAP1"
"HOXD-AS21",5.25196091137837e-14,1.41783053586133,0.178,0.052,1.15285793965667e-09,"4","HOXD-AS2"
"GFOD21",5.28062288685072e-14,1.28509873105767,0.327,0.136,1.1591495298926e-09,"4","GFOD2"
"TXNL12",5.31744121449407e-14,0.557441716195623,0.832,0.614,1.16723152099359e-09,"4","TXNL1"
"LCMT12",5.45871270419063e-14,0.74961145643563,0.559,0.293,1.19824202569689e-09,"4","LCMT1"
"PRPF191",5.46168485498532e-14,0.85868788010973,0.406,0.185,1.19889444251783e-09,"4","PRPF19"
"VAPB2",5.48783433856729e-14,0.853375266247827,0.465,0.225,1.20463451565891e-09,"4","VAPB"
"ADSL1",5.51102601680175e-14,0.934078597130768,0.47,0.238,1.20972532094815e-09,"4","ADSL"
"SMS3",5.53178491578735e-14,0.309609181090208,0.856,0.566,1.21428210686448e-09,"4","SMS"
"UBN22",5.65447186551245e-14,0.861482456637003,0.416,0.186,1.24121311919864e-09,"4","UBN2"
"TUBD11",5.65850692155556e-14,1.07197165435506,0.243,0.084,1.24209885435066e-09,"4","TUBD1"
"MFF2",5.69804975887139e-14,0.510552923522317,0.777,0.49,1.25077890256986e-09,"4","MFF"
"INO80E1",5.72262005399146e-14,0.818187207546294,0.45,0.212,1.25617232805167e-09,"4","INO80E"
"SRRM2",5.78441982320026e-14,0.445062494566409,0.881,0.694,1.26973799539069e-09,"4","SRRM2"
"FIBIN1",5.81964197583103e-14,0.850951638164949,0.485,0.236,1.27746961011467e-09,"4","FIBIN"
"THOC72",5.82535425644222e-14,0.878827842284371,0.644,0.378,1.27872351283163e-09,"4","THOC7"
"TMA72",5.82686623404709e-14,0.404602506504317,0.95,0.802,1.27905540703568e-09,"4","TMA7"
"BOLA21",5.98368416468689e-14,0.777649104304341,0.599,0.331,1.31347851099042e-09,"4","BOLA2"
"RALA",5.99672728122845e-14,0.523467849531056,0.698,0.428,1.31634160550246e-09,"4","RALA"
"TUBB61",6.07125422261938e-14,0.58010920447527,0.55,0.279,1.33270101440718e-09,"4","TUBB6"
"GPS11",6.16720434390109e-14,0.926898324039205,0.564,0.304,1.35376302552973e-09,"4","GPS1"
"NEPRO1",6.26927885370152e-14,0.82146115703735,0.5,0.252,1.37616940117602e-09,"4","NEPRO"
"DIS32",6.48072976978875e-14,0.714053239778789,0.45,0.213,1.42258499176633e-09,"4","DIS3"
"ATP5PB2",6.52768697641429e-14,0.556735288589526,0.832,0.564,1.4328925681927e-09,"4","ATP5PB"
"SPOUT12",6.58164388729665e-14,1.24394161533277,0.312,0.125,1.44473664970049e-09,"4","SPOUT1"
"NIN2",6.64272798155603e-14,0.932234324509247,0.421,0.195,1.45814521923137e-09,"4","NIN"
"THUMPD12",6.65610664133144e-14,0.679812242226359,0.525,0.27,1.46108196883866e-09,"4","THUMPD1"
"WDR901",6.76005067813331e-14,1.61008497147243,0.213,0.07,1.48389872435704e-09,"4","WDR90"
"HINT22",6.80350729921013e-14,0.779281287009345,0.639,0.365,1.49343788724962e-09,"4","HINT2"
"RBM282",6.81715485169241e-14,0.874827982439849,0.431,0.206,1.496433661495e-09,"4","RBM28"
"ZNF8302",6.81950114985812e-14,0.691509395155418,0.436,0.205,1.49694869740536e-09,"4","ZNF830"
"CNOT91",6.89133581306752e-14,0.923076680315942,0.401,0.183,1.51271712432645e-09,"4","CNOT9"
"RTRAF2",7.04605643242543e-14,0.566602080516392,0.901,0.669,1.54667984748171e-09,"4","RTRAF"
"NPNT1",7.14297941667693e-14,1.44543679318673,0.238,0.083,1.56795541175475e-09,"4","NPNT"
"ARHGEF122",7.22462499375211e-14,0.792365425577037,0.485,0.242,1.58587743237853e-09,"4","ARHGEF12"
"KDM4B",7.2572963937205e-14,0.630610769079255,0.411,0.182,1.59304913138559e-09,"4","KDM4B"
"STK32B",7.31268796422486e-14,2.09204641793061,0.114,0.025,1.605208135027e-09,"4","STK32B"
"LYRM12",7.40295995808045e-14,0.919287652170329,0.475,0.228,1.62502374039824e-09,"4","LYRM1"
"RUNDC11",7.4702350354147e-14,0.881724598354524,0.287,0.108,1.63979129262388e-09,"4","RUNDC1"
"PCSK71",7.48709744961381e-14,0.726127105276861,0.569,0.3,1.64349276116473e-09,"4","PCSK7"
"COBL1",7.53066611167894e-14,0.520567542832976,0.381,0.158,1.65305651817464e-09,"4","COBL"
"POP41",7.70266376682827e-14,0.842941068272865,0.545,0.291,1.69081172345647e-09,"4","POP4"
"IFT882",7.71430247225772e-14,0.879663778410866,0.361,0.155,1.69336653568529e-09,"4","IFT88"
"RWDD41",7.87508323303542e-14,0.948955931794608,0.465,0.231,1.7286595204836e-09,"4","RWDD4"
"FYN1",7.90051675560402e-14,0.512698296364904,0.703,0.39,1.73424243302264e-09,"4","FYN"
"ZNF793-AS11",8.05942323837361e-14,1.36758035194391,0.203,0.064,1.76912399505539e-09,"4","ZNF793-AS1"
"DMTF12",8.14056336083807e-14,0.642948868466613,0.495,0.247,1.78693506333757e-09,"4","DMTF1"
"EIF3F",8.23889509669747e-14,0.528484575042758,0.837,0.616,1.80851986267606e-09,"4","EIF3F"
"NUP1331",8.24219519381e-14,1.17674742388247,0.287,0.111,1.80924426699323e-09,"4","NUP133"
"PRMT31",8.33477769414667e-14,1.40149516007043,0.342,0.145,1.82956705164213e-09,"4","PRMT3"
"LUC7L5",8.35591319815645e-14,0.704028502059234,0.644,0.368,1.83420650612732e-09,"4","LUC7L"
"CCDC252",8.35749626158385e-14,0.676088134514742,0.51,0.265,1.83455400438027e-09,"4","CCDC25"
"NUP541",8.49931738071407e-14,0.844108517087602,0.515,0.26,1.86568515824055e-09,"4","NUP54"
"ZNF35",8.53270052156545e-14,1.25272267693007,0.178,0.053,1.87301309148883e-09,"4","ZNF35"
"DDX19A1",8.54435299325432e-14,1.12407101931615,0.376,0.172,1.87557092554926e-09,"4","DDX19A"
"ARHGEF92",8.57818488641717e-14,1.11766716809358,0.327,0.135,1.88299736441743e-09,"4","ARHGEF9"
"SNRPC2",8.61189271969682e-14,0.837096241415385,0.688,0.411,1.89039657090065e-09,"4","SNRPC"
"ZNF7751",8.63505816935612e-14,1.1737839636376,0.297,0.117,1.89548161875536e-09,"4","ZNF775"
"LEPROTL1",8.70224249546848e-14,0.521385397837471,0.634,0.36,1.91022925018029e-09,"4","LEPROTL1"
"MCUR12",8.72238816600208e-14,0.625749644555865,0.634,0.355,1.91465142631912e-09,"4","MCUR1"
"SLC25A363",8.82878963132606e-14,0.591847442500137,0.728,0.45,1.93800761197238e-09,"4","SLC25A36"
"ARHGAP352",8.92940595639559e-14,0.807150278243773,0.396,0.18,1.9600939014884e-09,"4","ARHGAP35"
"PSMD132",8.97997512486502e-14,0.740836221228046,0.713,0.441,1.97119433965912e-09,"4","PSMD13"
"KMT2C2",8.99161236759424e-14,0.6372039238435,0.658,0.401,1.97374883081061e-09,"4","KMT2C"
"AL079343.1",9.24884380718739e-14,2.10046147399605,0.119,0.027,2.0302137041157e-09,"4","AL079343.1"
"PIGF1",9.48424710497262e-14,0.921958584590981,0.584,0.317,2.08188708201254e-09,"4","PIGF"
"CDC42BPA1",9.5034713814528e-14,0.526998925913673,0.525,0.259,2.0861070029427e-09,"4","CDC42BPA"
"CD242",9.56686853103109e-14,0.870556151602851,0.416,0.198,2.10002331124664e-09,"4","CD24"
"PDIK1L1",9.57402034328687e-14,0.998466600999791,0.243,0.086,2.1015932055549e-09,"4","PDIK1L"
"HELB1",9.65583509714115e-14,0.886304437896186,0.287,0.109,2.11955236217345e-09,"4","HELB"
"CTBP12",9.7986557700583e-14,0.730517331044496,0.53,0.28,2.1509029280855e-09,"4","CTBP1"
"EPS15L12",9.81725267402227e-14,0.898023740647066,0.337,0.143,2.15498513447463e-09,"4","EPS15L1"
"ZNF3461",9.83668148867191e-14,1.60752544411219,0.233,0.081,2.15924995357837e-09,"4","ZNF346"
"MAPK8IP21",9.93856600895797e-14,1.36604510472511,0.262,0.097,2.18161462462636e-09,"4","MAPK8IP2"
"PLRG12",1.03152098020187e-13,0.717897620821852,0.545,0.312,2.26429170364112e-09,"4","PLRG1"
"ANP32A",1.04765408862165e-13,0.786394974931827,0.703,0.435,2.29970548993338e-09,"4","ANP32A"
"CCNC2",1.05062544193984e-13,0.718491262509565,0.564,0.301,2.30622790760214e-09,"4","CCNC"
"FAM110B1",1.05170122268734e-13,1.54996270156106,0.342,0.152,2.30858935392098e-09,"4","FAM110B"
"PTOV1-AS1",1.08838879227436e-13,1.87403374148519,0.114,0.025,2.38912223792144e-09,"4","PTOV1-AS1"
"BCS1L2",1.08901255796796e-13,1.00523004949892,0.347,0.149,2.39049146599547e-09,"4","BCS1L"
"MED252",1.08961318263715e-13,0.831999765638759,0.46,0.229,2.39180989720681e-09,"4","MED25"
"LINC015781",1.10144727374416e-13,0.463616768539569,0.936,0.782,2.41778691059581e-09,"4","LINC01578"
"TYW11",1.10657120559812e-13,1.49315941180412,0.213,0.071,2.42903445340844e-09,"4","TYW1"
"HOXD111",1.10673535771885e-13,2.03172316142366,0.149,0.04,2.42939478372865e-09,"4","HOXD11"
"TOMM22",1.10995652741459e-13,0.565746437504226,0.723,0.47,2.43646557332776e-09,"4","TOMM22"
"CCM21",1.12458699100013e-13,0.711329954423552,0.624,0.366,2.46858090394439e-09,"4","CCM2"
"CAPRIN22",1.12679875182548e-13,1.20689187716126,0.312,0.132,2.47343594013212e-09,"4","CAPRIN2"
"UFD11",1.1321708748663e-13,0.705924306628427,0.663,0.417,2.48522828741901e-09,"4","UFD1"
"ZNF410",1.14405483794739e-13,0.755881904015951,0.52,0.275,2.51131477477832e-09,"4","ZNF410"
"PPP3R12",1.15688709446061e-13,0.508080850871815,0.485,0.231,2.53948286105049e-09,"4","PPP3R1"
"FAM27C2",1.17936260374263e-13,0.976349534587541,0.307,0.124,2.58881885147545e-09,"4","FAM27C"
"NUMBL2",1.18812855785563e-13,1.0486233717526,0.391,0.18,2.60806099734889e-09,"4","NUMBL"
"FAM89B1",1.19393718653496e-13,0.699217684750728,0.609,0.346,2.62081151816289e-09,"4","FAM89B"
"AC093323.11",1.19620700970784e-13,1.23786980253707,0.262,0.097,2.62579400700967e-09,"4","AC093323.1"
"ZNF2821",1.20037515254599e-13,1.23240476844639,0.277,0.105,2.6349434973537e-09,"4","ZNF282"
"MARCH91",1.20209529528943e-13,1.0364626542637,0.356,0.157,2.63871938268982e-09,"4","MARCH9"
"GTF2A12",1.20551448416886e-13,0.775696545358672,0.441,0.21,2.64622484419907e-09,"4","GTF2A1"
"ANKRD36B1",1.20691737875596e-13,1.32840356551991,0.223,0.076,2.6493043381072e-09,"4","ANKRD36B"
"ACTR3B1",1.21046937730283e-13,1.27661309894226,0.267,0.101,2.65710133011745e-09,"4","ACTR3B"
"AC012615.11",1.21058646714759e-13,0.795831148289067,0.252,0.091,2.65735835403568e-09,"4","AC012615.1"
"FUBP33",1.23331684470092e-13,0.495916669118115,0.614,0.332,2.70725380580298e-09,"4","FUBP3"
"IQGAP21",1.23943607915618e-13,1.0018063718284,0.287,0.11,2.72068613735572e-09,"4","IQGAP2"
"NDUFS82",1.24550639131052e-13,0.542174493622874,0.822,0.587,2.73401107956571e-09,"4","NDUFS8"
"CHST122",1.26027814742062e-13,1.0246004147703,0.431,0.204,2.76643656140301e-09,"4","CHST12"
"PKIB",1.26082371249263e-13,1.30412724783882,0.238,0.083,2.76763413129258e-09,"4","PKIB"
"NFATC31",1.26438857950183e-13,1.0676790435102,0.267,0.1,2.77545937086448e-09,"4","NFATC3"
"SOX121",1.26467962633814e-13,1.15210258131384,0.252,0.091,2.77609824777485e-09,"4","SOX12"
"C22orf392",1.26828662203722e-13,0.628181602230692,0.45,0.214,2.78401596403391e-09,"4","C22orf39"
"NKX2-23",1.30738882166237e-13,1.00813267881708,0.386,0.177,2.86984920243107e-09,"4","NKX2-2"
"LRRC75A",1.31986081106609e-13,1.19753272566485,0.183,0.055,2.89722646637118e-09,"4","LRRC75A"
"DTD13",1.32302375379631e-13,0.72805401216717,0.644,0.379,2.90416944195827e-09,"4","DTD1"
"PAXIP11",1.38261539630989e-13,1.59758623746343,0.223,0.077,3.03497905643984e-09,"4","PAXIP1"
"TCEA12",1.40743160144604e-13,0.457625627089712,0.817,0.55,3.08945310833419e-09,"4","TCEA1"
"PLCG11",1.42689749729726e-13,0.786288877327483,0.297,0.117,3.13218269631722e-09,"4","PLCG1"
"PATZ12",1.49018639320995e-13,1.15267180178309,0.257,0.094,3.27110815173517e-09,"4","PATZ1"
"KLHL222",1.5000122283351e-13,0.765808441704599,0.307,0.124,3.29267684241837e-09,"4","KLHL22"
"EIF2AK12",1.5002290110306e-13,0.840752637030492,0.554,0.297,3.29315270211328e-09,"4","EIF2AK1"
"FBXO451",1.50123593241452e-13,1.01037323059615,0.401,0.185,3.29536299524311e-09,"4","FBXO45"
"PPP2R2A1",1.51093016690398e-13,0.416472569315595,0.757,0.459,3.31664280937092e-09,"4","PPP2R2A"
"LENG11",1.51338340546147e-13,0.867627618621104,0.485,0.247,3.32202791332846e-09,"4","LENG1"
"CDKN2AIP1",1.5411619477485e-13,0.611136903542817,0.584,0.31,3.38300459150272e-09,"4","CDKN2AIP"
"GPR153",1.59070986459664e-13,1.49648436632325,0.104,0.021,3.49176722377609e-09,"4","GPR153"
"PSMD111",1.62252559983217e-13,0.528468492457962,0.733,0.461,3.56160594419159e-09,"4","PSMD11"
"ANKRD361",1.65085189450273e-13,0.742950021023776,0.317,0.125,3.62378499362294e-09,"4","ANKRD36"
"TAS2R14",1.65837113647194e-13,1.04183452153837,0.153,0.041,3.64029048166956e-09,"4","TAS2R14"
"SPA171",1.69798292156438e-13,1.49985945933936,0.218,0.075,3.72724231112597e-09,"4","SPA17"
"IFT742",1.70379404955026e-13,1.12822129683781,0.262,0.098,3.73999831816777e-09,"4","IFT74"
"BPGM1",1.7045567443394e-13,0.786516644107041,0.554,0.29,3.74167250949942e-09,"4","BPGM"
"ZNRF11",1.7750348454461e-13,0.604857575950152,0.47,0.226,3.89637898923874e-09,"4","ZNRF1"
"PRR19",1.82433235533053e-13,1.90878281263138,0.114,0.025,4.00459195318604e-09,"4","PRR19"
"NKTR1",1.84797138393824e-13,0.620475927975313,0.738,0.479,4.05648198488283e-09,"4","NKTR"
"ORC21",1.85658112181178e-13,1.16211017506225,0.218,0.073,4.07538122048904e-09,"4","ORC2"
"GLT8D11",1.85838088093985e-13,0.810139539294296,0.614,0.347,4.07933187175107e-09,"4","GLT8D1"
"PTBP22",1.89778387304034e-13,0.668418796160999,0.46,0.223,4.16582537971086e-09,"4","PTBP2"
"ZNF6393",1.94264900331058e-13,0.784090757612986,0.426,0.204,4.26430882716704e-09,"4","ZNF639"
"EIF1AX2",1.95075023123427e-13,0.535156674283673,0.832,0.624,4.28209183258235e-09,"4","EIF1AX"
"NOL82",1.9570802319345e-13,0.760214862369363,0.406,0.187,4.29598681711942e-09,"4","NOL8"
"PIN41",1.96859381568507e-13,0.743002394829571,0.545,0.29,4.32126028481029e-09,"4","PIN4"
"CBFB1",2.05935724731013e-13,0.957093849778867,0.45,0.217,4.52049509357048e-09,"4","CBFB"
"PAK22",2.06615932495045e-13,0.57048183077088,0.728,0.472,4.53542633419874e-09,"4","PAK2"
"CELSR3",2.07294747759086e-13,1.51976391379204,0.139,0.035,4.55032700805971e-09,"4","CELSR3"
"CELF11",2.08436607506753e-13,0.673621374050672,0.629,0.357,4.57539197138073e-09,"4","CELF1"
"CCDC591",2.13721788668198e-13,0.698524615869983,0.653,0.37,4.6914069830556e-09,"4","CCDC59"
"NIP72",2.17491775766189e-13,0.810295419376938,0.465,0.234,4.77416196984362e-09,"4","NIP7"
"CACNB41",2.18535968191031e-13,1.49414287815731,0.233,0.084,4.79708303776133e-09,"4","CACNB4"
"MRPL212",2.25484269191674e-13,0.721972088270423,0.639,0.365,4.94960519302644e-09,"4","MRPL21"
"ASPH1",2.25719637905929e-13,0.534129535586882,0.718,0.436,4.95477177167305e-09,"4","ASPH"
"ZCCHC172",2.31289338366194e-13,0.837901905522101,0.584,0.318,5.07703226647633e-09,"4","ZCCHC17"
"ZNF101",2.3316072374243e-13,1.43915182103454,0.124,0.029,5.11811104687008e-09,"4","ZNF101"
"GLYR11",2.33864076950906e-13,0.695341201872943,0.48,0.242,5.13355035314935e-09,"4","GLYR1"
"ERCC11",2.35743236354955e-13,0.574959726519019,0.767,0.528,5.17479978122761e-09,"4","ERCC1"
"POLR2J2",2.36616980000157e-13,1.29321908042062,0.153,0.042,5.19397932798345e-09,"4","POLR2J2"
"LMAN2L2",2.40674512934471e-13,0.910664200683225,0.366,0.16,5.28304623342458e-09,"4","LMAN2L"
"POLR2G2",2.40855480804919e-13,0.530637824471648,0.743,0.483,5.28701865914878e-09,"4","POLR2G"
"TMEM2092",2.41435994157747e-13,0.966226374704907,0.361,0.156,5.29976150775671e-09,"4","TMEM209"
"SLC35A12",2.41888220220663e-13,0.982735746115078,0.436,0.208,5.30968832206378e-09,"4","SLC35A1"
"SUCO1",2.42142761291581e-13,0.760150501656058,0.535,0.284,5.31527575311149e-09,"4","SUCO"
"CREB12",2.434840502168e-13,0.778145361236783,0.505,0.264,5.34471838630897e-09,"4","CREB1"
"AARS2",2.44452445420982e-13,1.41719831670859,0.168,0.049,5.36597562943597e-09,"4","AARS2"
"EVL1",2.48435215230257e-13,0.612340256990517,0.693,0.423,5.45340140951937e-09,"4","EVL"
"TTC192",2.54440118538769e-13,0.578173043092472,0.609,0.341,5.58521504204453e-09,"4","TTC19"
"PRRC2C",2.61573071060515e-13,0.541348804859457,0.812,0.559,5.74179048284937e-09,"4","PRRC2C"
"LARP1B2",2.61715112636861e-13,0.720167019215933,0.406,0.19,5.74490843749174e-09,"4","LARP1B"
"MIR181A1HG",2.61939284834774e-13,0.75169142862581,0.376,0.166,5.74982924140812e-09,"4","MIR181A1HG"
"C9orf401",2.61997484870061e-13,1.67706609975027,0.282,0.113,5.75110679038271e-09,"4","C9orf40"
"TIMM211",2.63552803715225e-13,1.3709544091973,0.252,0.094,5.78524759435291e-09,"4","TIMM21"
"NIPBL-DT1",2.6381153838305e-13,1.06333547480965,0.287,0.113,5.79092707904633e-09,"4","NIPBL-DT"
"POLR1E2",2.6566087578707e-13,0.862830803356721,0.307,0.123,5.83152188440197e-09,"4","POLR1E"
"TRAPPC131",2.65891346996982e-13,0.900391062222059,0.312,0.129,5.83658095793076e-09,"4","TRAPPC13"
"ERAL12",2.69200898552563e-13,0.528861469009488,0.46,0.222,5.90922892412731e-09,"4","ERAL1"
"POGLUT31",2.73725304511601e-13,1.19320074998534,0.332,0.147,6.00854415933416e-09,"4","POGLUT3"
"EMG12",2.75020475286545e-13,0.595936208919353,0.49,0.241,6.03697445301496e-09,"4","EMG1"
"PHPT11",2.86502615617211e-13,0.417971409124299,0.931,0.709,6.28901891541340e-09,"4","PHPT1"
"STXBP41",2.8666938014303e-13,1.56875002111229,0.223,0.076,6.29267956351965e-09,"4","STXBP4"
"TBC1D7",2.86811054346705e-13,1.19518055249947,0.426,0.204,6.29578945396452e-09,"4","TBC1D7"
"RMND12",2.88353512942134e-13,0.781240004939041,0.292,0.114,6.32964796259278e-09,"4","RMND1"
"MED201",2.88408253736418e-13,1.89718647952468,0.203,0.067,6.33084957776812e-09,"4","MED20"
"NDUFB102",2.9404024053759e-13,0.619656426565025,0.876,0.644,6.45447732004063e-09,"4","NDUFB10"
"TMEFF11",2.94953980711098e-13,0.491441428226299,0.381,0.165,6.47453483058932e-09,"4","TMEFF1"
"TNRC6B2",2.96211447056593e-13,0.595147003711149,0.629,0.359,6.50213747433928e-09,"4","TNRC6B"
"CEP1201",2.9893432197039e-13,1.30498851394847,0.233,0.081,6.56190730157203e-09,"4","CEP120"
